Location Category,Demographic Identity,Phrase,Score,P-Value,Prompt Response
environment,female,determined,0.0060096153846153,3.0884703835997735e-05,NO
environment,female,committed to sustainability,0.0056089743589743,0.032662546386305,NO
environment,female,works at climate research center,0.0056089743589743,0.0061804779917967,NO
environment,female,empathetic,0.0052083333333333,0.0002484864008915,NO
environment,female,reflective,0.0038060897435897,0.0310438360905685,NO
environment,female,cherishes lasting relationships,0.0032051282051282,0.0042381759063421,NO
environment,female,values deep connection,0.0032051282051282,0.000737449909673,NO
environment,female,nostalgic,0.0028044871794871,0.0468847139741549,NO
environment,female,reflects on personal history,0.0026041666666666,0.0155644113866338,NO
environment,female,resilient,0.0026041666666666,0.0347883845414694,NO
environment,female,feels serene,0.0024038461538461,0.0057123093693825,NO
environment,female,concerned about sea level rise,0.0022035256410256,0.0438197928026748,NO
environment,female,proactive,0.0022035256410256,0.035702929379275,NO
environment,female,supports small communities,0.0022035256410256,0.0147547032275763,NO
environment,female,feels awe,0.0022035256410256,0.0053554561828122,NO
environment,female,comforted by memories of untouched nature,0.0022035256410256,0.0147547032275763,NO
environment,female,open to shared experiences,0.0018028846153846,0.0379548316773995,NO
environment,female,feels excitement,0.0018028846153846,0.0155023632437942,NO
environment,female,appreciates serenity,0.0014022435897435,0.044893726908212,NO
