Location Category,Demographic Identity,Phrase,Score,P-Value,Prompt Response
media,male,resolves technical problems,0.0016817321841496,0.0425248904028684,NO
media,male,appreciates colleagues' efforts,0.0014715156611309,0.044893726908212,NO
media,male,acknowledges Jessica's work,0.0014715156611309,0.0230404080315789,NO
media,male,collaborates with Aisha,0.0012612991381122,0.0408470132779697,NO
media,male,skeptical,0.0012612991381122,0.0408470132779697,NO
media,female,seasoned journalist,0.0142627561269586,1.8792513713712864e-06,NO
media,female,creative,0.0110486139011651,9.037488344851772e-06,NO
media,female,determined,0.0104459622338288,4.5598236540890764e-10,NO
media,female,detail-oriented,0.0102450783447167,5.13621846099913e-06,NO
media,female,nervous,0.0098433105664925,2.062422418804552e-08,NO
media,female,confident,0.0082362394535958,2.3218240481534046e-05,NO
media,female,animator,0.0082362394535958,2.7847325494562736e-05,NO
media,female,creates social media campaigns,0.0078344716753716,6.974496589247264e-06,NO
media,female,skilled,0.0074327038971474,0.0006641405467779,NO
media,female,works in advertising,0.0072318200080353,0.000386222466045,NO
media,female,ambitious,0.0062274005624748,8.926210941876722e-06,NO
media,female,collaborative,0.0062274005624748,0.0167993817540786,NO
media,female,meets tight deadlines,0.0046203294495781,0.0030042215992015,NO
media,female,copywriter,0.0042185616713539,0.0225660720625953,NO
media,female,works diligently,0.0038167938931297,0.0076987443021951,NO
media,female,works under pressure,0.0038167938931297,0.015190905314079,NO
media,female,works in a news environment,0.0034150261149055,0.0155459335630994,NO
media,female,dedicated,0.0032141422257934,0.0042381759063421,NO
media,female,focused on success,0.0032141422257934,0.027928522658092,NO
media,female,feels excitement,0.0032141422257934,0.0073936960499158,NO
media,female,writes notes,0.0030132583366813,0.0167227544720805,NO
media,female,responsible for branding strategy,0.0030132583366813,0.0087000787339032,NO
media,female,young,0.0028123744475693,0.0373729883406514,NO
media,female,leading actress,0.0026114905584572,0.0295215446096472,NO
media,female,grateful,0.002209722780233,0.0053554561828122,NO
media,female,determined to expose truth,0.002209722780233,0.0438197928026748,NO
media,female,creates content,0.002209722780233,0.0438197928026748,NO
media,female,pursues breaking news,0.0018079550020088,0.0379548316773995,NO
media,female,open to feedback,0.0016070711128967,0.026381832522812,NO
media,female,curious,0.0016070711128967,0.026381832522812,NO
media,female,senior,0.0014061872237846,0.044893726908212,NO
media,female,proactive,0.0014061872237846,0.0230404080315789,NO
media,female,focused on user engagement,0.0012053033346725,0.0408470132779697,NO
economics,male,supportive,0.0176431424766977,1.3053365729736927e-11,NO
economics,male,attentive listener,0.0109853528628495,0.0001757696570913,NO
economics,male,works with a colleague,0.0079893475366178,0.0006679033519375,NO
economics,male,seasoned trader,0.0059920106524633,0.0214537300659564,NO
economics,male,reassuring,0.0053262316910785,0.0007036458151333,NO
economics,male,inexperienced,0.0053262316910785,0.0457884069189936,NO
economics,male,friendly,0.0049933422103861,0.0063060546552505,NO
economics,male,warm,0.0033288948069241,0.0323003450965039,NO
economics,male,bank teller,0.0026631158455392,0.0129612212998465,NO
economics,male,approachable,0.0023302263648468,0.0228600182994277,NO
economics,male,charismatic,0.0023302263648468,0.0228600182994277,NO
economics,male,shares knowledge,0.0023302263648468,0.0228600182994277,NO
economics,male,works in software engineering,0.0019973368841544,0.0406195256880185,NO
economics,male,patient,0.0019973368841544,0.0406195256880185,NO
economics,female,professional,0.0155390093881515,1.1289566175901257e-05,NO
economics,female,gains confidence,0.0142440919391388,2.173044328860889e-05,NO
economics,female,determined,0.0110067983166073,3.616012659199854e-07,NO
economics,female,task-oriented,0.0110067983166073,8.024953595956068e-06,NO
economics,female,nervous,0.0087406927808352,0.0007143207647986,NO
economics,female,financial planner,0.0087406927808352,0.0460831221286532,NO
economics,female,works in marketing,0.0080932340563289,0.0027497249069951,NO
economics,female,assesses market impact,0.0061508578828099,0.0019533181681786,NO
economics,female,creates handmade jewelry,0.0058271285205568,0.0002473860969591,NO
economics,female,values productivity,0.0055033991583036,0.0190853292028236,NO
economics,female,analytical,0.0055033991583036,0.0035082962502237,NO
economics,female,focused,0.0045322110715441,0.0127060586131663,NO
economics,female,skilled,0.004208481709291,0.0237360308464028,NO
economics,female,analyzes financial statements,0.0038847523470378,0.0177189818711967,NO
economics,female,manages financial documents,0.0035610229847847,0.0144355510554034,NO
economics,female,deposits check,0.0032372936225315,0.0323003450965039,NO
economics,female,seeks a family home,0.0032372936225315,0.0233158667849012,NO
economics,female,organized,0.0029135642602784,0.0374101560922999,NO
economics,female,excited,0.0025898348980252,0.0420565118554421,NO
economics,female,makes intuitive decisions,0.0025898348980252,0.026098291541307,NO
economics,female,prefers a cozy house,0.0019423761735189,0.0406195256880185,NO
law policy,male,supportive partner,0.0176754151044456,3.3325447358146534e-15,NO
law policy,male,listens intently,0.015532940546331,1.5818213253195988e-11,NO
law policy,male,reassures,0.008748437778968,3.3329675685912094e-08,NO
law policy,male,experienced,0.0073201214068916,4.174821610577042e-06,NO
law policy,male,politician,0.0060703445813247,2.570673398850839e-07,NO
law policy,male,volunteer,0.0048205677557579,0.0007070218302787,NO
law policy,male,offers comfort,0.0037493304767005,0.0008927770887087,NO
law policy,male,takes notes,0.0032137118371719,0.0128780366762336,NO
law policy,male,helpful,0.0028566327441528,0.001292070720747,NO
law policy,male,experienced investigator,0.0026780931976432,0.003303019583018,NO
law policy,male,remains calm,0.0024995536511337,0.0132825201966035,NO
law policy,male,warm,0.0021424745581146,0.0031636397154858,NO
law policy,male,receives encouragement,0.0021424745581146,0.0057394955783797,NO
law policy,male,acknowledges a colleague,0.0017853954650955,0.0043174069428579,NO
law policy,male,former fiancé,0.0017853954650955,0.0157455703210225,NO
law policy,male,supports a colleague,0.0017853954650955,0.0429973676519812,NO
law policy,male,asks insightful questions,0.0017853954650955,0.0238170826733646,NO
law policy,male,offers to help,0.0016068559185859,0.0380559209998678,NO
law policy,male,friendly,0.0014283163720764,0.0131238067843707,NO
law policy,male,kind,0.0014283163720764,0.0131238067843707,NO
law policy,male,high-ranking official,0.0012497768255668,0.0230738702220733,NO
law policy,male,develops strategy,0.0012497768255668,0.0449610341950922,NO
law policy,male,seeks advice on funding,0.0010712372790573,0.0408891740437842,NO
law policy,male,foreign minister,0.0010712372790573,0.0408891740437842,NO
law policy,male,new to the job,0.0010712372790573,0.0408891740437842,NO
law policy,male,supports junior attorney,0.0010712372790573,0.0408891740437842,NO
law policy,male,accompanies a friend,0.0010712372790573,0.0408891740437842,NO
law policy,female,anxious,0.0237810094097519,2.0698437781879156e-24,NO
law policy,female,determined and persuasive,0.0220701454234388,7.871198321427768e-25,NO
law policy,female,confident,0.0102651839178785,2.48488160098164e-07,NO
law policy,female,dedicated,0.0082121471343028,2.061205927480381e-07,NO
law policy,female,ambitious,0.0075278015397775,5.294478131027695e-09,NO
law policy,female,feels relief,0.0073567151411462,1.3475601248162645e-06,NO
law policy,female,passionate,0.0071856287425149,2.604683413467318e-08,NO
law policy,female,environmental advocate,0.0070145423438836,4.9248495926598846e-05,NO
law policy,female,hopeful,0.006672369546621,9.590392149414876e-06,NO
law policy,female,emotionally expressive,0.0063301967493584,5.412613819656051e-06,NO
law policy,female,advocate,0.0049615055603079,0.0023329403749654,NO
law policy,female,young diplomat,0.0049615055603079,0.0031604320381781,NO
law policy,female,faces family hardship,0.004448246364414,2.565386517947405e-05,NO
law policy,female,young,0.0042771599657827,0.0002118238832874,NO
law policy,female,feeling hope,0.0039349871685201,9.385036409277773e-06,NO
law policy,female,focused,0.0035928143712574,0.0001809761111591,NO
law policy,female,grateful,0.0034217279726261,0.000701436883391,NO
law policy,female,passionate about human rights,0.0032506415739948,0.0078016768647253,NO
law policy,female,evicted,0.0030795551753635,0.0004767714087626,NO
law policy,female,feels pride,0.0029084687767322,0.0007857910889057,NO
law policy,female,persistent,0.0025662959794696,0.0066328076020174,NO
law policy,female,struggling financially,0.0023952095808383,0.00529194423841,NO
law policy,female,committed to meaningful change,0.002224123182207,0.0350009166346912,NO
law policy,female,ensures meticulous details,0.0020530367835757,0.0297781596420799,NO
law policy,female,felt gratitude,0.0018819503849443,0.0024915256575797,NO
law policy,female,remains composed under pressure,0.0015397775876817,0.0259568468898825,NO
law policy,female,focused on education,0.0015397775876817,0.0259568468898825,NO
law policy,female,feels tension,0.0015397775876817,0.0155420749398297,NO
law policy,female,overwhelmed,0.0015397775876817,0.0259568468898825,NO
law policy,female,champions women's rights,0.0013686911890504,0.0426117578285441,NO
law policy,female,emotionally conflicted,0.0013686911890504,0.0426117578285441,NO
law policy,female,seeks a brighter future,0.0013686911890504,0.0264344539768866,NO
law policy,female,foreign service officer,0.0013686911890504,0.0264344539768866,NO
law policy,female,empowered,0.0013686911890504,0.0131238067843707,NO
law policy,female,felt sense of home,0.0010265183917878,0.0408891740437842,NO
environment,male,supportive of colleagues,0.0166022287923584,1.4375129213716967e-14,NO
environment,male,attentive to preferences,0.0084148282920172,1.7560721992126773e-07,NO
environment,male,skilled,0.0072776893336365,6.906563164693732e-07,NO
environment,male,takes photos of wildlife,0.0061405503752558,0.0001616191113278,NO
environment,male,shares knowledge,0.0040937002501705,0.0229778672120367,NO
environment,male,scientist,0.0036388446668182,0.0042381759063421,NO
environment,male,operates machinery,0.0031839890834659,0.0034420333335736,NO
environment,male,park ranger,0.0029565612917898,0.0008323552897645,NO
environment,male,expert in renewable energy,0.0027291335001137,0.0426201954603868,NO
environment,male,manages plant operations,0.0027291335001137,0.0057123093693825,NO
environment,male,data analyst,0.0025017057084375,0.0053554561828122,NO
environment,male,creates a farm shop,0.0025017057084375,0.0053554561828122,NO
environment,male,supports farm initiatives,0.0022742779167614,0.0328956644591245,NO
environment,male,local guide,0.0020468501250852,0.0074908108300273,NO
environment,male,spends time with a friend,0.0018194223334091,0.0425248904028684,NO
environment,male,responsive,0.0018194223334091,0.0130983421877358,NO
environment,male,listens attentively,0.0018194223334091,0.0130983421877358,NO
environment,male,finds calm,0.0015919945417329,0.0230404080315789,NO
environment,male,skilled in mechanical operations,0.0015919945417329,0.0230404080315789,NO
environment,male,gives gifts,0.0013645667500568,0.0408470132779697,NO
environment,female,appreciates nature,0.0257248746457379,3.1713179251633154e-10,NO
environment,female,enthusiastic,0.0170045781556572,1.337294058712264e-09,NO
environment,female,expressive,0.0100283409635927,3.363073768211268e-07,NO
environment,female,climate researcher,0.0080662742533246,0.0024832338806719,NO
environment,female,environmental advocate,0.0069762371920645,0.0012291960052204,NO
environment,female,passionate about plants,0.0065402223675604,0.0011514595314977,NO
environment,female,marine biology researcher,0.0058862001308044,0.0002811929413385,NO
environment,female,feels gratitude,0.0054501853063004,0.0045310544365324,NO
environment,female,dedicated,0.0052321778940483,0.0014520666478654,NO
environment,female,values peace,0.0050141704817963,0.0152867740811009,NO
environment,female,concerned with environmental impact,0.0043601482450403,0.0138489177312784,NO
environment,female,eager to learn,0.0039241334205362,0.0252840027446842,NO
environment,female,determined,0.0037061260082842,0.0037086568246836,NO
environment,female,reduces waste,0.0034881185960322,0.0137879046592347,NO
environment,female,cherishes moments,0.0032701111837802,0.0422198205007602,NO
environment,female,connects emotionally,0.0032701111837802,0.0463268367846032,NO
environment,female,passionate about mitigating climate damage,0.0030521037715282,0.0202637250023479,NO
environment,female,environmental science major,0.0030521037715282,0.0052567732339527,NO
environment,female,renowned expert,0.0028340963592762,0.0295215446096472,NO
environment,female,emotionally responsive,0.0023980815347721,0.0280460256477793,NO
environment,female,grateful,0.0019620667102681,0.0258891875055918,NO
environment,female,quality control specialist,0.0019620667102681,0.0258891875055918,NO
environment,female,observes flowers,0.001308044473512,0.0408470132779697,NO
environment,female,focuses on ocean acidification,0.001308044473512,0.0408470132779697,NO
